Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2019-09-12 00:08:49,false,West Coast,12,636,01:22:12,156,170,3,157,171,6:51,5:38,34,30,0.91,9.6,8.9,300,50.0% L / 50.0% R,--,--,0,0,0,1:22:12,0:00,29,0:00,No,00:01.85,13,0
Running,2019-09-10 00:44:30,false,West Coast,6.01,324,00:34:32,166,186,3.7,157,208,5:45,4:50,26,23,1.07,9.4,10.3,274,50.3% L / 49.7% R,--,--,0,0,0,34:32,0:00,29,0:00,No,00:02.12,7,0
Other,2019-09-07 14:30:39,false,Table Tennis,0,354,01:39:10,107,143,0.8,10,226,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:39:10,0:00,22,0:00,No,00:00.00,1,0
Running,2019-09-07 00:43:27,false,West Coast,12.01,631,01:23:21,155,169,3,157,171,6:56,5:33,41,26,0.89,10,9,302,50.0% L / 50.0% R,--,--,0,0,0,1:23:21,0:00,29,0:00,No,00:04.56,13,0
Running,2019-09-05 07:46:32,false,West Coast,3.01,155,00:17:46,155,175,2.6,160,170,5:54,5:19,6,7,1.01,8.8,9,294,50.1% L / 49.9% R,--,--,0,0,0,17:46,0:00,29,0:00,No,00:02.02,4,0
Running,2019-09-04 00:39:39,false,West Coast,5.01,258,00:29:27,158,183,3.2,156,166,5:53,4:31,11,5,1.05,9.4,9.9,281,49.6% L / 50.4% R,--,--,0,0,0,29:27,0:00,29,0:00,No,00:03.41,6,0
Other,2019-09-02 20:06:28,false,Table Tennis,0,491,01:50:32,119,144,1,10,235,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:50:32,0:00,25,0:00,No,00:00.00,1,0
Other,2019-09-01 09:28:11,false,Table Tennis,0,483,01:47:20,123,156,2,8,210,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:47:20,0:00,23,0:00,No,00:00.00,1,0
Running,2019-08-31 21:32:49,false,Bishan-Ang Mo Kio Park,11.25,583,01:17:38,151,164,2.9,155,160,6:54,5:52,21,22,0.93,0,0,--,--,--,--,0,0,0,1:17:38,0:00,30,0:00,No,01:43.24,12,0
Running,2019-08-29 23:27:49,false,West Coast,6.01,310,00:38:57,156,170,3,153,160,6:29,5:30,14,15,0.97,10.1,9.9,296,49.7% L / 50.3% R,--,--,0,0,0,38:57,0:00,29,0:00,No,00:01.70,7,0
Other,2019-08-28 19:39:31,false,Table Tennis,0,668,02:03:16,128,170,3.1,11,244,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:03:16,0:00,24,0:00,No,00:00.00,1,0
Running,2019-08-26 23:59:37,false,West Coast,6.01,304,00:35:32,157,169,3.3,157,177,5:55,5:12,18,14,1.04,9.4,10,281,49.8% L / 50.2% R,--,--,0,0,0,35:32,0:00,28,0:00,No,00:03.23,7,0
Other,2019-08-25 20:14:25,false,Table Tennis,0,448,01:51:39,117,161,1.9,13,157,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:51:39,0:00,23,0:00,No,00:00.00,1,0
Running,2019-08-24 00:49:02,false,West Coast,7.01,360,00:48:43,152,168,2.7,156,164,6:57,6:15,20,15,0.89,9.7,8.8,307,49.8% L / 50.2% R,--,--,0,0,0,48:43,0:00,29,0:00,No,00:02.71,8,0
Running,2019-08-23 02:26:12,false,West Coast,3.31,174,00:18:51,166,192,3.2,155,197,5:42,4:27,9,16,1.08,9.8,10.6,274,49.1% L / 50.9% R,--,--,0,0,0,18:51,0:00,29,0:00,No,01:30.50,4,0
Other,2019-08-20 20:12:53,false,Table Tennis,0,760,01:48:52,146,167,3,9,158,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:48:52,0:00,31,0:00,No,00:00.00,1,0
Running,2019-08-20 00:03:36,false,West Coast,10.01,530,01:10:02,157,173,2.9,153,162,7:00,5:57,24,21,0.9,10.7,9.8,304,49.8% L / 50.2% R,--,--,0,0,0,1:10:02,0:00,29,0:00,No,00:03.84,11,0
Other,2019-08-18 08:00:23,false,Table Tennis,0,--,02:00:00,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:00:00,0:00,0,0:00,No,00:00.00,1,0
Running,2019-08-17 21:21:54,false,Bishan-Ang Mo Kio Park,4.15,249,00:28:28,152,162,3.1,153,159,6:52,6:07,6,10,0.95,0,0,--,--,--,--,0,0,0,28:28,0:00,30,0:00,No,01:01.74,5,0
Running,2019-08-16 07:51:16,false,West Coast,5.01,255,00:31:36,158,183,3,161,169,6:18,4:57,10,9,0.93,9.1,8.6,296,49.5% L / 50.5% R,--,--,0,0,0,31:36,0:00,29,0:00,No,00:02.81,6,0
Running,2019-08-13 23:48:48,false,West Coast,8.15,415,00:56:18,155,169,2.7,154,178,6:54,5:37,21,19,0.9,10.4,9.5,302,49.3% L / 50.7% R,--,--,0,0,0,56:18,0:00,30,0:00,No,00:58.27,9,0
Other,2019-08-11 17:13:00,false,Table Tennis,0,616,01:51:11,134,171,2.9,11,222,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:51:11,0:00,24,0:00,No,00:00.00,1,0
Running,2019-08-10 23:13:08,false,West Coast,5,256,00:31:34,159,181,3.1,156,165,6:19,5:06,8,9,0.97,9.6,9.4,293,49.2% L / 50.8% R,--,--,0,0,0,31:34,0:00,28,0:00,No,00:01.59,6,0
Running,2019-08-09 22:05:22,false,West Coast,7.01,355,00:49:52,151,165,2.4,156,166,7:07,5:54,13,18,0.87,10,8.8,308,50.2% L / 49.8% R,--,--,0,0,0,49:52,0:00,29,0:00,No,00:01.58,8,0
Other,2019-08-08 19:21:01,false,Table Tennis,0,910,02:36:43,138,172,2.9,12,231,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:36:43,0:00,25,0:00,No,00:00.00,1,0
Other,2019-08-07 17:51:37,false,Table Tennis,0,880,02:07:03,151,187,3.3,11,191,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:07:03,0:00,30,0:00,No,00:00.00,1,0
Running,2019-08-07 00:33:33,false,West Coast,7,374,00:45:30,160,176,3.2,154,163,6:30,5:19,19,17,0.96,9.9,9.6,300,49.4% L / 50.6% R,--,--,0,0,0,45:30,0:00,28,0:00,No,00:01.44,8,0
Other,2019-08-04 12:27:06,false,Table Tennis,0,619,01:34:23,147,183,3.5,8,163,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:34:23,0:00,31,0:00,No,00:00.00,1,0
Running,2019-08-02 20:32:17,false,West Coast,2.15,111,00:11:42,166,180,2.7,154,168,5:27,4:50,8,8,1.13,8.9,10.4,280,49.7% L / 50.3% R,--,--,0,0,0,11:42,0:00,30,0:00,No,00:51.24,3,0
Other,2019-08-01 19:51:08,false,Table Tennis,0,821,01:48:15,153,175,3.7,11,163,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:48:15,0:00,29,0:00,No,00:00.00,1,0
Running,2019-07-31 23:43:27,false,West Coast,8.01,421,00:52:05,161,176,3.2,154,161,6:30,5:18,23,21,0.96,9.9,9.6,300,50.0% L / 50.0% R,--,--,0,0,0,52:05,0:00,28,0:00,No,00:01.69,9,0
Running,2019-07-30 01:18:03,false,West Coast,6.01,328,00:36:01,167,185,3.7,153,159,6:00,4:51,18,14,1.06,9.5,10.2,296,49.4% L / 50.6% R,--,--,0,0,0,36:01,0:00,29,0:00,No,00:01.73,7,0
Other,2019-07-27 19:48:50,false,Table Tennis,0,571,01:55:13,126,155,1.9,10,160,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:55:13,0:00,24,0:00,No,00:00.00,1,0
Other,2019-07-26 19:13:02,false,Table Tennis,0,576,02:42:33,105,169,2.9,7,235,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:42:33,0:00,23,0:00,No,00:00.00,1,0
Running,2019-07-26 00:12:28,false,West Coast,5,282,00:27:24,180,196,4.2,159,170,5:29,4:55,22,26,1.08,8.7,9.7,280,49.4% L / 50.6% R,--,--,0,0,0,27:24,0:00,29,0:00,No,00:01.01,6,0
Running,2019-07-23 00:09:45,false,West Coast,5.01,265,00:29:46,162,183,3.4,157,183,5:57,5:29,8,10,1.03,9.1,9.6,295,49.8% L / 50.2% R,--,--,0,0,0,29:46,0:00,29,0:00,No,00:01.65,6,0
Other,2019-07-21 20:05:53,false,Table Tennis,0,567,01:42:49,128,168,2.6,10,189,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:42:49,0:00,25,0:00,No,00:00.00,1,0
Other,2019-07-14 10:45:26,false,Table Tennis,0,482,01:12:35,139,170,2.7,9,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:12:35,0:00,24,0:00,No,00:00.00,1,0
Running,2019-07-14 00:34:08,false,West Coast,3.01,151,00:14:54,174,193,3.3,161,166,4:57,4:36,13,12,1.17,8.3,9.9,265,49.8% L / 50.2% R,--,--,0,0,0,14:54,0:00,29,0:00,No,00:01.12,4,0
Running,2019-07-11 22:45:36,false,West Coast,5,265,00:28:09,170,191,3.9,155,160,5:38,4:54,9,8,1.09,9.2,10.3,277,49.9% L / 50.1% R,--,--,0,0,0,28:09,0:00,29,0:00,No,00:01.27,6,0
Other,2019-07-10 19:49:10,false,Table Tennis,0,608,02:04:10,123,151,2.1,9,215,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:04:10,0:00,25,0:00,No,00:00.00,1,0
Other,2019-07-07 19:48:38,false,Table Tennis,0,559,01:33:02,133,160,2.7,13,184,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:33:02,0:00,25,0:00,No,00:00.00,1,0
Running,2019-07-06 23:29:46,false,West Coast,5.01,271,00:29:01,170,191,3.8,156,162,5:47,5:17,9,9,1.04,9.2,9.8,284,49.8% L / 50.2% R,--,--,0,0,0,29:01,0:00,29,0:00,No,00:00.47,6,0
Other,2019-07-05 16:34:08,false,Table Tennis,0,625,01:30:06,146,186,3.1,15,244,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:30:06,0:00,32,0:00,No,00:00.00,1,0
Running,2019-07-04 00:30:17,false,West Coast,2.21,107,00:12:16,157,180,2.5,156,161,5:33,4:59,9,10,1.09,8.8,9.8,284,49.8% L / 50.2% R,--,--,0,0,0,12:16,0:00,29,0:00,No,01:08.79,3,0
Other,2019-07-02 12:11:00,false,Table Tennis,0,546,01:35:52,133,151,2.3,11,157,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:35:52,0:00,27,0:00,No,00:00.00,1,0
Other,2019-06-30 19:50:48,false,Table Tennis,0,594,01:56:48,126,170,2,9,184,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:56:48,0:00,25,0:00,No,00:00.00,1,0
Other,2019-06-29 21:09:34,false,Table Tennis,0,321,00:52:08,128,155,2.3,15,189,--,--,--,--,0,0,0,--,--,--,--,0,0,0,52:08,0:00,29,0:00,No,00:00.00,1,0
Running,2019-06-27 23:20:06,false,West Coast,4.7,243,00:27:37,162,189,3.3,156,182,5:52,4:11,7,7,1.04,9.2,9.7,288,49.7% L / 50.3% R,--,--,0,0,0,27:37,0:00,29,0:00,No,03:43.100,5,0
Other,2019-06-26 12:50:18,false,Table Tennis,0,568,02:07:58,121,146,1.2,9,199,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:07:58,0:00,25,0:00,No,00:00.00,1,0
Other,2019-06-24 14:00:51,false,Table Tennis,0,785,02:35:10,130,156,2.2,10,221,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:35:10,0:00,25,0:00,No,00:00.00,1,0
Indoor Running,2019-06-22 08:35:34,false,Maju Camp,2.44,107,00:11:39,158,168,2.4,165,178,4:46,4:12,--,--,1.27,0,0,--,--,--,--,0,0,0,11:39,0:00,27,0:00,No,02:05.10,3,0
Running,2019-06-20 22:57:24,false,West Coast,2.4,126,00:14:23,158,174,2.4,156,160,5:59,5:32,9,10,1.02,8.9,9.2,297,50.0% L / 50.0% R,--,--,0,0,0,14:23,0:00,30,0:00,No,02:24.00,3,0
Other,2019-06-18 19:44:59,false,Table Tennis,0,626,02:06:50,130,187,2.2,10,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:06:50,0:00,25,0:00,No,00:00.00,1,0
Other,2019-06-16 19:38:04,false,Table Tennis,0,662,01:57:07,136,167,2.8,12,244,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:57:07,0:00,26,0:00,No,00:00.00,1,0
Running,2019-06-15 22:03:51,false,West Coast,3.7,187,00:20:40,162,185,3.1,159,166,5:35,4:41,9,9,1.06,8.7,9.4,287,49.7% L / 50.3% R,--,--,0,0,0,20:40,0:00,29,0:00,No,03:32.86,4,0
Other,2019-06-13 14:09:17,false,Table Tennis,0,595,01:57:27,129,178,2.5,13,232,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:57:27,0:00,24,0:00,No,00:00.00,1,0
Other,2019-06-10 19:48:43,false,Table Tennis,0,637,02:08:20,128,176,2.9,9,235,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:08:20,0:00,26,0:00,No,00:00.00,1,0
Running,2019-06-10 00:07:24,false,West Coast,4.01,213,00:23:39,165,178,3,158,165,5:54,5:27,9,7,1.02,8.9,9.2,288,49.7% L / 50.3% R,--,--,0,0,0,23:39,0:00,30,0:00,No,00:01.32,5,0
Running,2019-06-08 23:13:19,false,West Coast,2.01,90,00:09:23.9,169,189,2.5,167,174,4:41,4:04,9,9,1.28,0,0,--,--,--,--,0,0,0,9:23.9,0:00,28,0:00,No,00:00.87,3,0
Running,2019-06-07 10:09:44,false,West Coast,2.01,92,00:11:09,145,155,2.1,161,167,5:34,5:00,8,10,1.12,0,0,--,--,--,--,0,0,0,11:09,0:00,29,0:00,No,00:01.69,3,0
Other,2019-06-06 14:19:05,false,Table Tennis,0,596,01:42:05,130,176,3.2,12,245,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:42:05,0:00,24,0:00,No,00:00.00,1,0
Other,2019-06-04 19:38:19,false,Table Tennis,0,621,02:05:20,130,151,2,9,157,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:05:20,0:00,26,0:00,No,00:00.00,1,0
Running,2019-06-04 00:36:29,false,West Coast,4.01,207,00:23:54,159,179,3.1,156,162,5:58,5:27,10,6,1.07,0,0,--,--,--,--,0,0,0,23:54,0:00,28,0:00,No,00:01.65,5,0
Other,2019-06-03 14:09:57,false,Table Tennis,0,515,01:53:28,128,178,3.2,14,226,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:53:28,0:00,25,0:00,No,00:00.89,4,0
Other,2019-06-02 20:11:31,false,Table Tennis,0,526,01:42:45,129,158,2.3,10,155,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:42:45,0:00,25,0:00,No,00:00.00,1,0
Other,2019-05-31 20:10:23,false,Table Tennis,0,711,01:51:26,143,170,3.1,12,226,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:51:26,0:00,26,0:00,No,00:00.00,1,0
Running,2019-05-30 22:24:11,false,West Coast,6.01,319,00:36:06,167,185,3.5,156,183,6:00,4:27,13,14,1.03,9.5,9.9,291,49.6% L / 50.4% R,--,--,0,0,0,36:06,0:00,29,0:00,No,00:02.23,7,0
Other,2019-05-29 19:31:38,false,Table Tennis,0,588,01:48:39,133,156,2.1,8,245,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:48:39,0:00,25,0:00,No,00:00.00,1,0
Running,2019-05-28 23:31:53,false,West Coast,2.01,112,00:13:08,171,177,2.3,155,158,6:33,5:58,4,6,0.95,10.3,10,285,49.5% L / 50.5% R,--,--,0,0,0,13:08,0:00,30,0:00,No,00:01.61,3,0
Running,2019-05-28 23:03:38,false,West Coast,4,209,00:22:25,170,185,3.2,159,172,5:36,4:36,7,8,1.06,8.7,9.4,283,49.6% L / 50.4% R,--,--,0,0,0,22:25,0:00,30,0:00,No,05:29.07,4,0
Other,2019-05-26 21:15:42,false,Table Tennis,0,275,00:45:02,132,169,2.2,11,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,45:02,0:00,30,0:00,No,00:00.00,1,0
Other,2019-05-25 19:25:41,false,Table Tennis,0,700,02:01:49,138,167,2.6,11,226,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:01:49,0:00,25,0:00,No,00:00.00,1,0
Running,2019-05-24 23:43:07,false,West Coast,3.3,173,00:18:05,172,189,3.1,160,167,5:29,4:33,14,13,1.08,8.9,9.8,277,50.1% L / 49.9% R,--,--,0,0,0,18:05,0:00,30,0:00,No,01:29.69,4,0
Other,2019-05-23 20:07:43,false,Table Tennis,0,605,01:48:27,129,157,2.2,8,245,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:48:27,0:00,25,0:00,No,00:00.00,1,0
Running,2019-05-22 08:34:25,false,West Coast Park,1,49,00:04:53.0,178,187,2.1,170,175,4:53,4:33,4,1,1.12,8.3,9.2,264,51.0% L / 49.0% R,--,--,0,0,0,4:53.0,0:00,31,0:00,No,00:01.37,2,0
Running,2019-05-22 08:03:35,false,West Coast,3.5,180,00:18:35,172,187,3.3,162,167,5:19,4:46,--,6,1.1,8.3,9.3,288,50.3% L / 49.7% R,--,--,0,0,0,18:35,0:00,30,0:00,No,02:40.06,4,0
Running,2019-05-20 22:55:32,false,West Coast,4.5,250,00:26:29,171,187,3.6,155,161,5:53,5:07,9,4,1.04,9.4,10.1,290,49.8% L / 50.2% R,--,--,0,0,0,26:29,0:00,28,0:00,No,02:44.36,5,0
Other,2019-05-19 19:38:19,false,Table Tennis,0,699,02:00:23,137,174,2.5,10,210,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:00:23,0:00,24,0:00,No,00:00.00,1,0
Other,2019-05-18 20:05:43,false,Table Tennis,0,727,01:59:08,140,168,3.2,11,184,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:59:08,0:00,26,0:00,No,00:00.00,1,0
Running,2019-05-13 21:30:38,false,West Coast,2.01,96,00:10:32,165,183,2.4,162,168,5:14,4:42,8,9,1.11,8.1,9.2,280,49.3% L / 50.7% R,--,--,0,0,0,10:32,0:00,29,0:00,No,00:01.27,3,0
Other,2019-05-11 19:10:57,false,Table Tennis,0,879,02:37:25,135,173,2.8,12,183,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:37:25,0:00,26,0:00,No,00:00.00,1,0
Other,2019-05-08 20:34:25,false,Table Tennis,0,616,01:27:57,147,194,3,9,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:27:57,0:00,25,0:00,No,00:00.00,1,0
Running,2019-05-06 23:38:46,false,West Coast,5.01,294,00:29:54,174,187,3.8,158,163,5:58,4:57,8,12,1.02,9.2,9.6,293,50.1% L / 49.9% R,--,--,0,0,0,29:54,0:00,29,0:00,No,00:01.72,6,0
Running,2019-05-05 00:14:43,false,West Coast,5.07,286,00:28:50,178,190,3.6,154,256,5:41,4:37,10,13,1.09,8.8,9.8,279,49.8% L / 50.2% R,--,--,0,0,0,28:50,0:00,28,0:00,No,00:02.95,7,0
Running,2019-05-01 23:32:15,false,West Coast Park,1,52,00:05:00.9,179,186,2.1,165,171,4:59,4:39,4,1,1.14,8.8,10.3,250,49.6% L / 50.4% R,--,--,0,0,0,5:00.9,0:00,29,0:00,No,00:01.20,2,0
Running,2019-05-01 23:00:25,false,West Coast,4,215,00:22:01,173,187,3.2,157,164,5:30,4:33,8,7,1.1,9.1,10.2,279,49.5% L / 50.5% R,--,--,0,0,0,22:01,0:00,29,0:00,No,00:01.18,5,0
Running,2019-04-30 00:10:12,false,West Coast,2,98,00:09:54.7,172,187,2.4,160,166,4:57,4:26,9,9,1.18,8.1,9.8,274,48.8% L / 51.2% R,--,--,0,0,0,9:54.7,0:00,28,0:00,No,00:01.14,3,0
Other,2019-04-28 20:05:11,false,Table Tennis,0,753,01:39:02,154,199,3.9,10,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:39:02,0:00,26,0:00,No,00:00.00,1,0
Other,2019-04-27 14:50:45,false,Table Tennis,0,943,02:15:48,149,181,3.5,9,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:15:48,0:00,26,0:00,No,00:00.00,1,0
Running,2019-04-26 00:52:26,false,West Coast,3.25,177,00:18:33,167,189,3,156,160,5:42,4:59,14,12,1.09,8.9,9.9,297,50.4% L / 49.6% R,--,--,0,0,0,18:33,0:00,28,0:00,No,01:21.57,4,0
Running,2019-04-22 23:28:15,false,West Coast Park,2,115,00:10:57,181,190,2.7,160,166,5:28,4:27,11,7,1.11,9,10.1,261,49.2% L / 50.8% R,--,--,0,0,0,10:57,0:00,28,0:00,No,00:00.100,3,0
Running,2019-04-22 23:00:21,false,West Coast,4.01,218,00:23:13,169,182,3.1,153,170,5:48,4:33,5,8,1.08,9.2,10.1,290,49.2% L / 50.8% R,--,--,0,0,0,23:13,0:00,29,0:00,No,00:01.68,5,0
Other,2019-04-21 19:14:01,false,Table Tennis,0,865,02:12:39,142,168,3,11,196,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:12:39,0:00,26,0:00,No,00:00.00,1,0
Other,2019-04-19 13:09:55,false,Table Tennis,0,799,01:51:12,150,181,3.1,11,238,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:51:12,0:00,31,0:00,No,00:00.00,1,0
Running,2019-04-18 09:15:18,false,West Coast,2.01,115,00:11:30,176,185,2.8,160,167,5:43,5:04,3,1,1.03,9.5,9.9,280,50.5% L / 49.5% R,--,--,0,0,0,11:30,0:00,31,0:00,No,00:02.02,3,0
Running,2019-04-18 08:33:18,false,West Coast,5,287,00:29:31,172,190,3.4,158,166,5:54,4:35,9,11,1.02,9.1,9.5,296,50.3% L / 49.8% R,--,--,0,0,0,29:31,0:00,30,0:00,No,00:01.35,6,0
Running,2019-04-16 08:58:26,false,West Coast,2.01,122,00:11:43,181,187,2.9,158,164,5:51,5:00,3,--,1.02,9.9,10.2,269,49.4% L / 50.6% R,--,--,0,0,0,11:43,0:00,30,0:00,No,00:01.51,3,0
Running,2019-04-16 08:34:26,false,West Coast,3,163,00:16:18,171,189,3,160,233,5:26,4:54,4,7,1.08,8.9,9.7,286,50.2% L / 49.8% R,--,--,0,0,0,16:18,0:00,30,0:00,No,00:00.76,4,0
Other,2019-04-14 17:01:56,false,Table Tennis,0,688,01:51:46,134,173,2.3,7,226,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:51:46,0:00,25,0:00,No,00:00.00,1,0
Running,2019-04-13 23:01:12,false,West Coast,2.22,122,00:12:12,168,184,2.7,157,161,5:30,4:55,6,8,1.08,9,9.9,288,50.4% L / 49.6% R,--,--,0,0,0,12:12,0:00,29,0:00,No,01:12.47,3,0
Running,2019-04-10 08:59:05,false,West Coast Park,1,56,00:05:03.3,189,198,2.3,163,168,5:02,4:40,3,1,1.11,9,10.1,263,49.6% L / 50.4% R,--,--,0,0,0,5:03.3,0:00,30,0:00,No,00:01.25,2,0
Running,2019-04-10 08:34:41,false,West Coast,3.01,164,00:16:17,173,195,3.2,158,164,5:25,4:50,8,5,1.08,8.9,9.8,290,50.0% L / 50.0% R,--,--,0,0,0,16:17,0:00,29,0:00,No,00:01.63,4,0
Other,2019-04-07 19:41:02,false,Table Tennis,0,755,01:52:42,149,185,3.4,10,155,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:52:42,0:00,26,0:00,No,00:00.00,1,0
Running,2019-04-06 22:34:58,false,West Coast,4.01,233,00:23:40,172,191,3.6,154,167,5:54,5:12,3,5,1.04,9.4,9.9,300,49.5% L / 50.5% R,--,--,0,0,0,23:40,0:00,29,0:00,No,00:01.40,5,0
Other,2019-04-03 19:43:50,false,Table Tennis,0,828,01:48:56,148,172,3.3,10,183,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:48:56,0:00,26,0:00,No,00:00.00,1,0
Running,2019-04-02 08:30:13,false,West Coast,3.02,176,00:16:48,176,194,3.7,158,166,5:34,4:58,5,7,1.05,9.1,9.5,291,50.0% L / 50.0% R,--,--,0,0,0,16:48,0:00,28,0:00,No,00:03.84,4,0
Other,2019-03-31 21:03:23,false,Table Tennis,0,534,00:59:29,153,182,4,16,215,--,--,--,--,0,0,0,--,--,--,--,0,0,0,59:29,0:00,30,0:00,No,00:00.00,1,0
Other,2019-03-30 19:22:08,false,Table Tennis,0,850,01:58:29,144,184,3.9,8,189,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:58:29,0:00,28,0:00,No,00:00.00,1,0
Running,2019-03-25 08:12:47,false,West Coast Park,5.01,312,00:29:28,178,198,4.4,165,178,5:53,4:49,8,13,0.99,8.7,8.8,290,49.6% L / 50.4% R,--,--,0,0,0,29:28,0:00,29,0:00,No,00:01.11,6,0
Running,2019-03-24 07:59:18,false,West Coast,2.41,142,00:12:58,179,198,3.3,165,175,5:23,4:42,18,19,1.07,8.3,9.1,284,49.9% L / 50.1% R,--,--,0,0,0,12:58,0:00,28,0:00,No,02:07.61,3,0
Other,2019-03-07 20:08:03,false,Table Tennis,0,557,01:50:03,126,164,2.8,8,245,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:50:03,0:00,25,0:00,No,00:00.00,1,0
Other,2019-03-04 20:04:06,false,Table Tennis,0,747,01:56:35,137,165,2.6,12,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:56:35,0:00,25,0:00,No,00:00.00,1,0
Running,2019-03-03 21:56:38,false,West Coast Park,5.01,281,00:27:32,175,189,3.7,165,171,5:30,4:38,7,11,1.05,8.2,8.8,282,50.3% L / 49.8% R,--,--,0,0,0,27:32,0:00,27,0:00,No,00:04.08,6,0
Other,2019-02-28 20:11:52,false,Table Tennis,0,829,02:10:10,144,183,3.6,8,157,--,--,--,--,0,0,0,--,--,--,--,0,0,0,2:10:10,0:00,29,0:00,No,00:00.00,1,0
Running,2019-02-26 23:02:53,false,Kent Ridge,4.01,255,00:23:56,180,197,3.8,155,163,5:58,4:42,22,24,1.06,8.8,9.5,291,49.9% L / 50.1% R,--,--,0,0,0,23:56,0:00,28,0:00,No,05:23.51,5,0
Running,2019-02-24 23:12:11,false,West Coast Park,6,374,00:35:17,179,194,4.4,159,186,5:53,4:47,10,11,1.03,8.9,9.4,288,50.3% L / 49.7% R,--,--,0,0,0,35:17,0:00,28,0:00,No,05:38.82,7,0
Other,2019-02-22 21:02:34,false,Table Tennis,0,400,00:58:05,135,167,3,9,159,--,--,--,--,0,0,0,--,--,--,--,0,0,0,58:05,0:00,25,0:00,No,00:00.00,1,0
Running,2019-02-20 22:28:17,false,Kent Ridge,4.21,279,00:25:09,182,196,4.2,159,167,5:58,4:58,22,25,1.03,9.1,9.5,293,50.0% L / 50.0% R,--,--,0,0,0,25:09,0:00,28,0:00,No,05:53.03,5,0
Other,2019-02-18 20:08:31,false,Table Tennis,0,561,01:53:12,113,183,3.4,10,203,--,--,--,--,0,0,0,--,--,--,--,0,0,0,1:53:12,0:00,25,0:00,No,00:00.00,1,0
Running,2019-02-14 09:03:18,false,Kent Ridge,3,197,00:16:51,184,199,3.5,165,174,5:37,4:50,20,37,1.05,8.2,8.7,286,50.4% L / 49.6% R,--,--,0,0,0,16:51,0:00,28,0:00,No,05:33.87,4,0
Running,2019-02-08 08:28:50,false,West Coast,2.25,136,00:12:17,175,196,2.8,164,171,5:28,4:57,9,9,1.03,8.2,8.6,297,49.3% L / 50.7% R,--,--,0,0,0,12:17,0:00,29,0:00,No,05:24.45,3,0
